"","control","university","r_status","state","female","first_gen","poverty_rate","veteran","unemp_rate","white","black","hispanic","asian","indigenous","nhpi","nra","unknown","year"
"689",2,"Columbia University in the City of New York","R1","NY",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.3671,0.0751,0.132,0.1733,0.0042,0.001,0.1689,0.0212,"2017"
"690",2,"Rochester Institute of Technology","R2","NY",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.6644,0.048,0.0741,0.089,0.0018,2e-04,0.0653,0.0201,"2017"
"691",1,"Binghamton University","R1","NY",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5744,0.0521,0.1125,0.1398,7e-04,7e-04,0.0823,0.0162,"2017"
"692",2,"Vanderbilt University","R1","TN",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4844,0.1034,0.0963,0.1349,0.0053,0.0029,0.0758,0.0455,"2017"
"693",2,"Southern Methodist University","R2","TX",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.6462,0.0454,0.1144,0.0613,0.003,9e-04,0.0864,3e-04,"2017"
"694",1,"The University of Texas at Arlington","R1","TX",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.3626,0.1482,0.2748,0.1132,0.0028,0.0016,0.0409,0.02,"2017"
"695",1,"Texas State University","R2","TX",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.4598,0.0975,0.3732,0.0221,0.0025,0.0016,0.0054,0.0027,"2017"
"696",1,"University of North Texas","R1","TX",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4493,0.1304,0.2443,0.0609,0.0029,0.001,0.041,0.0088,"2017"
"697",1,"George Mason University","R1","VA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4147,0.1118,0.1436,0.2019,0.0014,0.003,0.0517,0.0266,"2017"
"698",1,"Washington State University","R1","WA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6107,0.0324,0.1482,0.0601,0.0066,0.0042,0.046,0.023,"2017"
"699",1,"Kansas State University","R1","KS",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.783,0.0335,0.0706,0.0147,0.005,9e-04,0.0464,0.0093,"2017"
"700",1,"University of Louisville","R1","KY",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.7314,0.1128,0.0474,0.0382,0.0012,4e-04,0.0129,0.0013,"2017"
"701",1,"University of Maine","R2","ME",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.8425,0.0207,0.0362,0.0151,0.0098,0,0.0189,0.0246,"2017"
"702",1,"University of Maryland-College Park","R1","MD",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5039,0.125,0.0969,0.1696,0.001,9e-04,0.0469,0.0133,"2017"
"703",1,"Morgan State University","R2","MD",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.019,0.7698,0.0335,0.0087,0.0012,6e-04,0.1214,0.0142,"2017"
"704",1,"University of Massachusetts-Amherst","R1","MA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6442,0.0438,0.0637,0.1002,0.0011,6e-04,0.0596,0.0589,"2017"
"705",2,"Massachusetts Institute of Technology","R1","MA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.3377,0.0628,0.1437,0.2662,0.0013,0,0.1047,0.0149,"2017"
"706",1,"Ohio State University-Main Campus","R1","OH",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6857,0.0574,0.0412,0.0673,0.001,6e-04,0.0802,0.0327,"2017"
"707",1,"University of Pittsburgh-Pittsburgh Campus","R1","PA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.7176,0.051,0.0369,0.0998,7e-04,4e-04,0.0411,0.0111,"2017"
"708",1,"University of Colorado Colorado Springs","R2","CO",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.6434,0.0383,0.1817,0.032,0.0023,0.0028,0.0087,0.0146,"2017"
"709",1,"University of Connecticut","R1","CT",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5855,0.0594,0.1001,0.111,0.0013,7e-04,0.0797,0.0316,"2017"
"710",1,"University of Central Florida","R1","FL",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4929,0.1124,0.2645,0.061,0.0017,0.0021,0.0183,0.0077,"2017"
"711",1,"Florida Agricultural and Mechanical University","R2","FL",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.033,0.8931,0.0267,0.004,7e-04,0,0.0083,0,"2017"
"712",1,"Florida Atlantic University","R2","FL",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.409,0.2017,0.2706,0.0415,0.0021,0.0011,0.0283,0.0083,"2017"
"713",1,"University of Delaware","R1","DE",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.718,0.0563,0.081,0.0508,0.0015,6e-04,0.0467,0.0138,"2017"
"714",2,"American University","R2","DC",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5668,0.0712,0.1363,0.0718,9e-04,4e-04,0.0788,0.0293,"2017"
"715",2,"The Catholic University of America","R2","DC",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.6526,0.0457,0.1331,0.0368,0.0015,0,0.0554,0.0256,"2017"
"716",2,"Gallaudet University","R2","DC",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5122,0.1611,0.0882,0.0423,0.0072,0.0072,0.0531,0.0846,"2017"
"717",2,"George Washington University","R1","DC",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5253,0.0673,0.0979,0.1017,0.0013,0.0011,0.1074,0.0596,"2017"
"718",1,"Montclair State University","R2","NJ",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.4146,0.1294,0.2787,0.0589,8e-04,0.0025,0.0139,0.0716,"2017"
"719",1,"Rutgers University-New Brunswick","R1","NJ",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.3883,0.0719,0.1317,0.2665,5e-04,0.0027,0.0891,0.0168,"2017"
"720",1,"CUNY Graduate School and University Center","R1","NY",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.2309,0.281,0.3209,0.1068,0.0027,0.0032,0.0259,0,"2017"
"721",1,"Temple University","R1","PA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5593,0.1261,0.0675,0.1164,0.0011,8e-04,0.0654,0.0311,"2017"
"722",2,"Thomas Jefferson University","R2","PA",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.6648,0.0917,0.0027,0.1094,0,0,0.015,0.0985,"2017"
"723",2,"Brown University","R1","RI",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.439,0.0636,0.1154,0.1477,0.0045,0.0018,0.1126,0.055,"2017"
"724",1,"University of South Carolina-Columbia","R1","SC",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.7634,0.0892,0.0466,0.0296,0.0017,0.0011,0.0212,0.0104,"2017"
"725",1,"South Dakota State University","R2","SD",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.87,0.0199,0.0237,0.0092,0.0089,4e-04,0.0434,0.0023,"2017"
"726",1,"University of Missouri-Columbia","R1","MO",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.7843,0.075,0.0395,0.0254,0.0021,4e-04,0.0341,0.0066,"2017"
"727",2,"Saint Louis University","R2","MO",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.6937,0.0565,0.0569,0.1033,0.0019,4e-04,0.0506,0.0082,"2017"
"728",1,"University of Missouri-St Louis","R2","MO",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.6362,0.1697,0.0336,0.0515,0.0035,0.0014,0.0326,0.0387,"2017"
"729",1,"The University of Montana","R2","MT",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.787,0.0109,0.0471,0.0119,0.033,0.0023,0.0148,0.0478,"2017"
"730",2,"Dartmouth College","R1","NH",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5022,0.0667,0.1006,0.1497,0.0185,0.0032,0.0864,0.0185,"2017"
"731",1,"North Carolina State University at Raleigh","R1","NC",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.7111,0.0592,0.0521,0.0636,0.0039,7e-04,0.0451,0.0256,"2017"
"732",2,"Duke University","R1","NC",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4356,0.0998,0.0926,0.2109,0.0072,0.0011,0.1044,0.0267,"2017"
"733",1,"Kennesaw State University","R2","GA",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5557,0.2127,0.0964,0.0474,0.0017,0.0011,0.0172,0.0214,"2017"
"734",2,"Howard University","R2","DC",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.0132,0.8963,0.0072,0.0092,5e-04,0.003,0.0706,0,"2017"
"735",2,"Georgetown University","R1","DC",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5438,0.0644,0.1045,0.0953,0,0.001,0.1258,0.0195,"2017"
"736",2,"University of Miami","R1","FL",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4202,0.0824,0.2266,0.054,0.0012,4e-04,0.1461,0.0371,"2017"
"737",1,"Idaho State University","R2","ID",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.7135,0.0109,0.1254,0.0139,0.0157,0.0033,0.068,0.0191,"2017"
"738",2,"DePaul University","R2","IL",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.527,0.0811,0.1929,0.0947,0.0012,0.0015,0.0333,0.0311,"2017"
"739",2,"University of Chicago","R1","IL",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4211,0.053,0.1253,0.184,0.0013,0,0.131,0.0246,"2017"
"740",1,"University of Illinois at Chicago","R1","IL",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.3008,0.0798,0.3305,0.2175,6e-04,8e-04,0.0346,0.0054,"2017"
"741",1,"Ball State University","R2","IN",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.7946,0.0843,0.0492,0.0118,2e-04,0.001,0.0145,0.0114,"2017"
"742",1,"Georgia State University","R1","GA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.2343,0.4204,0.1086,0.1363,0.0012,6e-04,0.0242,0.0121,"2017"
"743",1,"University of Georgia","R1","GA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6929,0.0784,0.0611,0.1029,0.001,8e-04,0.0159,0.009,"2017"
"744",1,"Northern Illinois University","R2","IL",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5479,0.1578,0.1772,0.0538,0.0013,0.001,0.0208,0.0036,"2017"
"745",1,"Illinois State University","R2","IL",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.7502,0.0861,0.104,0.0211,0.0016,0.0011,0.0046,0.0027,"2017"
"746",2,"University of Notre Dame","R1","IN",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6891,0.0386,0.1053,0.0496,0.0015,6e-04,0.0618,0.0056,"2017"
"747",1,"Iowa State University","R1","IA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.7432,0.0264,0.0535,0.0319,0.0019,9e-04,0.0663,0.0532,"2017"
"748",1,"University of California-San Diego","R1","CA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.1939,0.0154,0.1848,0.3461,9e-04,0.0026,0.1941,0.0156,"2017"
"749",1,"San Diego State University","R2","CA",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.3374,0.0401,0.3111,0.1344,0.0036,0.0023,0.0639,0.0402,"2017"
"750",2,"University of San Diego","R2","CA",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5186,0.0363,0.1985,0.075,0.0026,0.0035,0.0835,0.0231,"2017"
"751",2,"University of Denver","R2","CO",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.6869,0.0203,0.1093,0.0421,0.0021,7e-04,0.0749,0.0214,"2017"
"752",1,"University of Florida","R1","FL",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5474,0.0621,0.2152,0.0812,0.0021,0.0062,0.0199,0.0319,"2017"
"753",2,"Loyola University Chicago","R2","IL",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5532,0.055,0.1564,0.1196,0.0013,0.003,0.054,0.0149,"2017"
"754",1,"University of New Orleans","R2","LA",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5153,0.1655,0.1264,0.086,0.003,8e-04,0.045,0.0123,"2017"
"755",1,"University of Minnesota-Twin Cities","R1","MN",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.677,0.0451,0.0414,0.0954,0.0027,0.001,0.0893,0.0078,"2017"
"756",1,"Western Michigan University","R2","MI",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.7062,0.123,0.0612,0.0182,0.0043,0.001,0.0418,0.0069,"2017"
"757",1,"University of Massachusetts-Lowell","R2","MA",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.6165,0.0586,0.1125,0.1039,0.0015,5e-04,0.038,0.0387,"2017"
"758",1,"University of Michigan-Ann Arbor","R1","MI",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6051,0.0426,0.0573,0.1398,0.0015,5e-04,0.0678,0.0448,"2017"
"759",1,"Michigan State University","R1","MI",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6749,0.0732,0.0437,0.0524,0.0019,8e-04,0.1151,0.007,"2017"
"760",1,"Jackson State University","R2","MS",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.0376,0.912,0.0076,0.0023,0.0026,0,0.0233,0,"2017"
"761",1,"Mississippi State University","R1","MS",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.7209,0.1992,0.0275,0.0125,0.0047,8e-04,0.0121,0.0045,"2017"
"762",1,"University of Nevada-Reno","R1","NV",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5759,0.033,0.2079,0.0789,0.0073,0.0057,0.0095,0.0142,"2017"
"763",2,"University of Rochester","R1","NY",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4472,0.0487,0.0717,0.109,0.0011,8e-04,0.2403,0.053,"2017"
"764",2,"New York University","R1","NY",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.306,0.061,0.1371,0.1978,0.0014,0.0018,0.1914,0.058,"2017"
"765",2,"Syracuse University","R1","NY",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5692,0.0731,0.0958,0.0694,0.0057,7e-04,0.1277,0.0268,"2017"
"766",1,"SUNY at Albany","R1","NY",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4501,0.1848,0.1712,0.0827,0.0019,0.0014,0.0548,0.0219,"2017"
"767",1,"SUNY College of Environmental Science and Forestry","R2","NY",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.7955,0.0156,0.0609,0.0391,0.0022,6e-04,0.019,0.0436,"2017"
"768",1,"University of North Carolina at Chapel Hill","R1","NC",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6217,0.0795,0.0783,0.1068,0.0044,5e-04,0.0269,0.037,"2017"
"769",1,"University of North Carolina at Charlotte","R2","NC",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5769,0.1636,0.0967,0.0656,0.0034,0.0012,0.0251,0.0225,"2017"
"770",1,"Arizona State University-Downtown Phoenix","R2","AZ",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.4883,0.0591,0.3052,0.0527,0.0228,0.0019,0.0203,0.0057,"2017"
"771",1,"University of Akron Main Campus","R2","OH",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.7331,0.1235,0.0274,0.0274,0.0014,4e-04,0.022,0.0193,"2017"
"772",1,"University of North Dakota","R2","ND",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.8136,0.0242,0.035,0.0167,0.0124,8e-04,0.049,0.014,"2017"
"773",1,"Texas A & M University-College Station","R1","TX",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6197,0.03,0.2327,0.0694,0.0026,0.001,0.0119,0.0015,"2017"
"774",1,"The University of Texas at El Paso","R1","TX",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.0582,0.0245,0.8371,0.0073,7e-04,0.0013,0.0581,0.0041,"2017"
"775",1,"Texas Southern University","R2","TX",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.0131,0.7908,0.0672,0.0163,0.0065,8e-04,0.0866,0,"2017"
"776",1,"Virginia Commonwealth University","R1","VA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4655,0.194,0.093,0.1325,0.0021,0.0014,0.0335,0.0131,"2017"
"777",1,"University of Virginia-Main Campus","R1","VA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5816,0.0665,0.0666,0.1393,0.001,6e-04,0.0414,0.0588,"2017"
"778",1,"University of Wisconsin-Milwaukee","R1","WI",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6595,0.0765,0.1108,0.0677,0.0039,9e-04,0.0359,0.0022,"2017"
"779",1,"Purdue University-Main Campus","R1","IN",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6378,0.0297,0.05,0.0734,0.0013,8e-04,0.1555,0.0227,"2017"
"780",1,"University of Arizona","R1","AZ",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5034,0.0401,0.2671,0.054,0.0128,0.0028,0.067,0.0069,"2017"
"781",1,"Northern Arizona University","R2","AZ",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5688,0.0332,0.2396,0.0196,0.025,0.0026,0.0436,0.0109,"2017"
"782",1,"University of California-Irvine","R1","CA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.1396,0.0192,0.2643,0.3568,5e-04,0.003,0.1675,0.0109,"2017"
"783",2,"Loyola Marymount University","R2","CA",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.4437,0.0681,0.2129,0.101,6e-04,0.0016,0.1,0,"2017"
"784",2,"University of Dayton","R2","OH",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.7926,0.0278,0.0519,0.0138,9e-04,7e-04,0.0704,0.0081,"2017"
"785",1,"University of Alabama in Huntsville","R2","AL",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.7415,0.1073,0.0463,0.0402,0.011,0.001,0.024,0.0029,"2017"
"786",1,"University of Alabama at Birmingham","R1","AL",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5784,0.2585,0.0333,0.0588,0.0033,2e-04,0.0195,0.0072,"2017"
"787",1,"Indiana University-Purdue University-Indianapolis","R2","IN",0.609940853,0.3508614903,8.77007873025984,0.0039431358,3.53582677688976,0.7054,0.0994,0.067,0.0395,9e-04,8e-04,0.0404,0.006,"2016"
"788",1,"University of Kansas","R1","KS",0.547597184,0.2222402072,7.62465649889313,0.004285277,3.29290076428244,0.7158,0.042,0.0767,0.0463,0.0038,3e-04,0.0584,0.0077,"2016"
"789",2,"Boston College","R1","MA",0.5189448441,0.1318956871,7.62465649889313,0.00372473251787072,3.29290076428244,0.6197,0.0377,0.0975,0.0966,5e-04,3e-04,0.065,0.0531,"2016"
"790",1,"Oakland University","R2","MI",0.6078042328,0.3242526092,8.77007873025984,0.0023148148,3.53582677688976,0.7493,0.0759,0.0338,0.0465,0.003,0.0011,0.0198,0.0404,"2016"
"791",1,"University of Mississippi","R1","MS",0.608056266,0.2350269179,7.62465649889313,0.001758312,3.29290076428244,0.7799,0.1308,0.0328,0.0164,0.0029,8e-04,0.0143,4e-04,"2016"
"792",1,"Missouri University of Science and Technology","R2","MO",0.2413201886,0.2249212776,8.77007873025984,0.00496156547632653,3.53582677688976,0.7971,0.034,0.0334,0.0335,0.0038,4e-04,0.0438,0.0273,"2016"
"793",2,"Washington University in St Louis","R1","MO",0.5342465753,0.114071607,7.62465649889313,0.00372473251787072,3.29290076428244,0.5337,0.0708,0.0752,0.1809,6e-04,0,0.0756,0.019,"2016"
"794",1,"Montana State University","R1","MT",0.4928072339,0.2331828928,7.62465649889313,0.0049321825,3.29290076428244,0.8424,0.0066,0.0388,0.0094,0.015,0.0013,0.0331,0.0159,"2016"
"795",1,"University of Nebraska at Omaha","R2","NE",0.5608272506,0.3478655767,8.77007873025984,0.0030413625,3.53582677688976,0.6736,0.0608,0.1237,0.0354,0.0024,0.0013,0.037,0.0212,"2016"
"796",1,"University of Nevada-Las Vegas","R1","NV",0.5966262878,0.4234979633,7.62465649889313,0.0052077437,3.29290076428244,0.3329,0.0777,0.2752,0.1554,0.0022,0.0107,0.0377,0.0058,"2016"
"797",1,"University of Colorado Boulder","R1","CO",0.4815162907,0.2035731847,7.62465649889313,0.0034461153,3.29290076428244,0.686,0.0163,0.112,0.055,0.0022,7e-04,0.0716,0.0065,"2016"
"798",2,"University of Southern California","R1","CA",0.5540647198,0.2471783296,7.62465649889313,0.00372473251787072,3.29290076428244,0.3986,0.0444,0.14,0.2091,0.0012,0.0022,0.1374,0.014,"2016"
"799",2,"Yale University","R1","CT",0.5006839945,0.25,7.62465649889313,0.00372473251787072,3.29290076428244,0.4617,0.0684,0.1217,0.1727,0.0057,7e-04,0.1073,0.0057,"2016"
"800",1,"Delaware State University","R2","DE",0.6654223052,0.3550453817,8.77007873025984,0.00496156547632653,3.53582677688976,0.0983,0.7522,0.0655,0.006,0.0022,5e-04,0.0198,0.0057,"2016"
"801",1,"Florida International University","R1","FL",0.6069360848,0.4140373893,7.62465649889313,0.0045285182,3.29290076428244,0.0923,0.122,0.6674,0.0252,8e-04,9e-04,0.059,0.0054,"2016"
"802",1,"Florida State University","R1","FL",0.5844654153,0.2763640404,7.62465649889313,0.0020740433,3.29290076428244,0.6275,0.0832,0.2,0.0231,0.0025,0.0014,0.0142,0.0145,"2016"
"803",1,"University of South Florida-Main Campus","R1","FL",0.605735746,0.3575418994,7.62465649889313,0.0046432229,3.29290076428244,0.497,0.1034,0.2084,0.0682,0.002,0.0021,0.0604,0.0203,"2016"
"804",1,"University of Hawaii at Manoa","R1","HI",0.5987996307,0.3384306844,7.62465649889313,0.0039242844,3.29290076428244,0.17,0.0148,0.1077,0.4017,0.0018,0.0272,0.0262,0.0017,"2016"
"805",2,"Mercer University","R2","GA",0.6638943249,0.2819956616,8.77007873025984,0.00496156547632653,3.53582677688976,0.4792,0.3023,0.0495,0.0629,0.0017,0.0019,0.0265,0.0484,"2016"
"806",1,"Georgia Southern University","R2","GA",0.5293563156,0.2510034404,8.77007873025984,0.002423916,3.53582677688976,0.6226,0.2554,0.0522,0.0182,0.0043,0.001,0.0161,0.0087,"2016"
"807",1,"Oregon State University","R1","OR",0.5083557321,0.31369606,7.62465649889313,0.0045576721,3.29290076428244,0.6538,0.0136,0.0912,0.0749,0.0054,0.003,0.0676,0.0219,"2016"
"808",1,"University of Memphis","R2","TN",0.6019404019,0.3675599875,8.77007873025984,0.0034650035,3.53582677688976,0.4893,0.3744,0.047,0.0316,0.0026,0.0011,0.0105,0.0049,"2016"
"809",2,"Baylor University","R2","TX",0.6033829841,0.1710906702,8.77007873025984,0.0032819995,3.53582677688976,0.6397,0.0658,0.1474,0.06,0.0034,4e-04,0.0347,0.0025,"2016"
"810",1,"Texas A & M University-Kingsville","R2","TX",0.5565967941,0.4587833997,8.77007873025984,0.0051787916,3.53582677688976,0.1719,0.066,0.7085,0.008,0.0014,0.0017,0.0328,0.0044,"2016"
"811",1,"The University of Texas at Austin","R1","TX",0.5606045134,0.2751759015,7.62465649889313,0.0010211375,3.29290076428244,0.4237,0.0419,0.2268,0.2082,0.0014,0.0015,0.0515,0.009,"2016"
"812",1,"Texas Tech University","R1","TX",0.4967522425,0.3237946777,7.62465649889313,0.0045365502,3.29290076428244,0.5881,0.0622,0.2425,0.0255,0.0032,0.0014,0.0499,0.0044,"2016"
"813",2,"California Institute of Technology","R1","CA",0.4565217391,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.286,0.0143,0.1185,0.427,0,0,0.0909,0,"2016"
"814",1,"University of California-Santa Cruz","R1","CA",0.5430579965,0.3674975075,7.62465649889313,0.00372473251787072,3.29290076428244,0.3204,0.0199,0.2987,0.2172,0.0011,0.0017,0.0449,0.0175,"2016"
"815",2,"Florida Institute of Technology","R2","FL",0.5243741765,0.4013402829,8.77007873025984,0.0194334651,3.53582677688976,0.4428,0.0608,0.074,0.024,0.0023,0.0029,0.329,0.0436,"2016"
"816",2,"Clark Atlanta University","R2","GA",0.762973352,0.3224773091,8.77007873025984,0.00496156547632653,3.53582677688976,0.0019,0.8267,0.0019,0.0019,0.001,0,0.0424,0.1242,"2016"
"817",2,"Northwestern University","R1","IL",0.5243467933,0.1515711645,7.62465649889313,0.00372473251787072,3.29290076428244,0.4844,0.059,0.1248,0.1711,6e-04,0,0.0899,0.0194,"2016"
"818",1,"University of Illinois at Urbana-Champaign","R1","IL",0.4948371724,0.2493020998,7.62465649889313,0.0014750936,3.29290076428244,0.4661,0.0593,0.1048,0.1791,6e-04,7e-04,0.1556,0.0038,"2016"
"819",1,"Indiana University-Bloomington","R1","IN",0.5315707274,0.2211493718,7.62465649889313,0.0012271307,3.29290076428244,0.7033,0.0436,0.0551,0.048,0.0012,4e-04,0.1073,0.0029,"2016"
"820",1,"Louisiana State University and Agricultural & Mechanical College","R1","LA",0.5727889193,0.2664919852,7.62465649889313,0.0037512624,3.29290076428244,0.7248,0.1216,0.0619,0.0425,0.0031,0.0011,0.0187,0.0052,"2016"
