"","control","university","r_status","state","female","first_gen","poverty_rate","veteran","unemp_rate","white","black","hispanic","asian","indigenous","nhpi","nra","unknown","year"
"821",1,"Louisiana Tech University","R2","LA",0.4864058355,0.3118584071,8.77007873025984,0.00496156547632653,3.53582677688976,0.6908,0.1388,0.0388,0.0121,0.0035,5e-04,0.0226,0.0654,"2016"
"822",2,"Hampton University","R2","VA",0.6915351506,0.1975116641,8.77007873025984,0.00496156547632653,3.53582677688976,0.0129,0.9549,0.0119,0.0024,0.0026,5e-04,0.0148,0,"2016"
"823",1,"University of Washington-Seattle Campus","R1","WA",0.5746355424,0.3272745332,7.62465649889313,0.0030408729,3.29290076428244,0.4167,0.0265,0.0767,0.2477,0.0042,0.0047,0.142,0.0114,"2016"
"824",1,"Marshall University","R2","WV",0.586842761,0.3740231743,8.77007873025984,0.0027410915,3.53582677688976,0.8429,0.0679,0.0214,0.0086,0.0031,9e-04,0.0143,0.0122,"2016"
"825",1,"West Virginia University","R1","WV",0.5012559027,0.3039163376,7.62465649889313,0.0017080277,3.29290076428244,0.7917,0.0479,0.0379,0.0151,0.0013,8e-04,0.0647,0.0017,"2016"
"826",1,"The University of Alabama","R1","AL",0.6152524168,0.2257126887,7.62465649889313,0.0039742213,3.29290076428244,0.7841,0.1037,0.0437,0.0118,0.0036,9e-04,0.0192,0.0033,"2016"
"827",1,"University of Alaska Fairbanks","R2","AK",0.5940482875,0.3988326848,8.77007873025984,0.0145985401,3.53582677688976,0.4338,0.0221,0.0668,0.0124,0.1376,0.0041,0.0113,0.2675,"2016"
"828",1,"University of South Alabama","R2","AL",0.6229367631,0.334257975,8.77007873025984,0.0032154341,3.53582677688976,0.5738,0.2203,0.0295,0.0301,0.0071,0.0011,0.0883,0.0205,"2016"
"829",1,"University of Arkansas","R1","AR",0.5588193956,0.2599614872,7.62465649889313,0.0029515109,3.29290076428244,0.7652,0.0479,0.0818,0.0244,0.0107,9e-04,0.0305,0.0051,"2016"
"830",1,"University of California-Riverside","R1","CA",0.5768869034,0.4834699068,7.62465649889313,0.0014107689,3.29290076428244,0.124,0.0414,0.396,0.3461,0.0014,0.0045,0.0361,0.0101,"2016"
"831",1,"University of California-Davis","R1","CA",0.6267241379,0.4083114282,7.62465649889313,0.0025862069,3.29290076428244,0.267,0.0227,0.202,0.3018,0.0018,0.0049,0.1334,0.0145,"2016"
"832",1,"Clemson University","R1","SC",0.5037093399,0.1724543849,7.62465649889313,0.00372473251787072,3.29290076428244,0.831,0.0683,0.0351,0.0241,0.0021,3e-04,0.0068,0.0045,"2016"
"833",1,"East Tennessee State University","R2","TN",0.5834216663,0.3768948094,8.77007873025984,0.0023319907,3.53582677688976,0.8211,0.0634,0.0224,0.0134,0.002,9e-04,0.0385,0.0117,"2016"
"834",1,"Tennessee State University","R2","TN",0.6611524676,0.3742838956,8.77007873025984,0.0030328095,3.53582677688976,0.1243,0.715,0.014,0.0071,0.0013,0,0.1086,0.0065,"2016"
"835",2,"Texas Christian University","R2","TX",0.6027837259,0.2040586246,8.77007873025984,0.00496156547632653,3.53582677688976,0.7218,0.0505,0.1237,0.0281,0.0084,0.002,0.0455,0.0167,"2016"
"836",1,"The University of Texas Rio Grande Valley","R2","TX",0.5758743754,0.5259824759,8.77007873025984,0.0045681656,3.53582677688976,0.0256,0.0048,0.915,0.0129,2e-04,7e-04,0.0231,0.015,"2016"
"837",2,"Brigham Young University-Provo","R2","UT",0.4795278495,0.1379568885,8.77007873025984,0.0029509406,3.53582677688976,0.8262,0.0053,0.0599,0.0182,0.0032,0.0066,0.0304,0.0113,"2016"
"838",2,"Marquette University","R2","WI",0.5854070013,0.1934628975,8.77007873025984,0.00496156547632653,3.53582677688976,0.7151,0.0386,0.1082,0.0625,0.0019,7e-04,0.033,0.0027,"2016"
"839",2,"University of New England","R2","ME",0.7390681004,0.2207307979,8.77007873025984,0.00496156547632653,3.53582677688976,0.8274,0.0127,0.0013,0.0354,0.0042,0,0.0034,0.1021,"2016"
"840",2,"Clark University","R2","MA",0.6560846561,0.1629526462,8.77007873025984,0.00496156547632653,3.53582677688976,0.5685,0.0445,0.0738,0.0747,0.0013,0,0.1423,0.0703,"2016"
"841",2,"Harvard University","R1","MA",0.5015384615,0.25708061,7.62465649889313,0.00372473251787072,3.29290076428244,0.4296,0.0686,0.1111,0.1881,0.0032,5e-04,0.112,0.0216,"2016"
"842",2,"Worcester Polytechnic Institute","R2","MA",0.3649222065,0.1337719298,8.77007873025984,0.00496156547632653,3.53582677688976,0.6255,0.0271,0.0912,0.0407,0.0037,0,0.1118,0.0738,"2016"
"843",1,"University of Massachusetts-Dartmouth","R2","MA",0.5080886759,0.3518893387,8.77007873025984,0.0053924506,3.53582677688976,0.6159,0.1514,0.0937,0.0367,0.0019,1e-04,0.0166,0.0465,"2016"
"844",2,"The New School","R2","NY",0.7536302033,0.1944012442,8.77007873025984,0.00496156547632653,3.53582677688976,0.3297,0.0548,0.1195,0.0926,0.0011,0.0016,0.3234,0.04,"2016"
"845",1,"Stony Brook University","R1","NY",0.5101557211,0.3614088821,7.62465649889313,0.00372473251787072,3.29290076428244,0.3503,0.0653,0.1185,0.2358,0.0013,0.0011,0.1396,0.064,"2016"
"846",2,"Wake Forest University","R2","NC",0.5077720207,0.1196808511,8.77007873025984,0.00496156547632653,3.53582677688976,0.7058,0.0657,0.0673,0.0412,0.0016,6e-04,0.0881,0.0014,"2016"
"847",1,"University of Cincinnati-Main Campus","R1","OH",0.5598467922,0.3097519247,7.62465649889313,0.0053463134,3.29290076428244,0.746,0.0728,0.0296,0.0349,0.0015,6e-04,0.0438,0.038,"2016"
"848",1,"University of California-Merced","R2","CA",0.536360938,0.5741399763,8.77007873025984,0.00496156547632653,3.53582677688976,0.1124,0.0462,0.5124,0.2125,0.0018,0.0073,0.0663,0.0063,"2016"
"849",2,"Clarkson University","R2","NY",0.2998554913,0.1528709918,8.77007873025984,0.00496156547632653,3.53582677688976,0.8275,0.0236,0.0472,0.0305,0.0025,3e-04,0.0236,0.0192,"2016"
"850",1,"CUNY City College","R2","NY",0.5377492877,0.4596531792,8.77007873025984,0.0030270655,3.53582677688976,0.1422,0.1623,0.3643,0.2517,0.0014,0.0028,0.0588,0,"2016"
"851",2,"Fordham University","R2","NY",0.6138842975,0.1764084507,8.77007873025984,0.0036363636,3.53582677688976,0.5891,0.0425,0.1434,0.0955,0.0012,8e-04,0.0761,0.0214,"2016"
"852",2,"Rensselaer Polytechnic Institute","R1","NY",0.3442307692,0.1374501992,7.62465649889313,0.00372473251787072,3.29290076428244,0.5674,0.0335,0.0868,0.1113,0.0011,3e-04,0.1137,0.0179,"2016"
"853",1,"East Carolina University","R2","NC",0.5933969508,0.2646028037,8.77007873025984,0.0027421301,3.53582677688976,0.6764,0.1589,0.0649,0.0287,0.0067,0.0011,0.0055,0.0236,"2016"
"854",2,"Case Western Reserve University","R1","OH",0.472095151,0.1085126286,7.62465649889313,0.00372473251787072,3.29290076428244,0.5026,0.0422,0.062,0.1987,8e-04,8e-04,0.1238,0.0222,"2016"
"855",1,"North Dakota State University-Main Campus","R2","ND",0.4788853162,0.1727807971,8.77007873025984,0.0032154341,3.53582677688976,0.8642,0.0321,0.0219,0.0138,0.0072,8e-04,0.0192,0.0129,"2016"
"856",1,"Wayne State University","R1","MI",0.5950972105,0.3760200879,7.62465649889313,0.0026768104,3.29290076428244,0.5819,0.1737,0.0524,0.0884,0.0029,8e-04,0.0249,0.0395,"2016"
"857",1,"University of Nebraska-Lincoln","R1","NE",0.5250610369,0.220236292,7.62465649889313,0.00372473251787072,3.29290076428244,0.7597,0.028,0.0573,0.0254,0.0016,7e-04,0.0838,0.0135,"2016"
"858",1,"University of New Hampshire-Main Campus","R1","NH",0.5576019545,0.174486235,7.62465649889313,0.0031948882,3.29290076428244,0.814,0.0131,0.034,0.0241,0.0018,1e-04,0.0301,0.0648,"2016"
"859",1,"Arizona State University-Tempe","R1","AZ",0.5568306611,0.3813179205,7.62465649889313,0.0065341533,3.29290076428244,0.5081,0.0384,0.1958,0.071,0.0112,0.0023,0.1264,0.0066,"2016"
"860",2,"Princeton University","R1","NJ",0.5136436597,0.2773972603,7.62465649889313,0.00372473251787072,3.29290076428244,0.4362,0.0777,0.0964,0.2135,0.0013,0.0015,0.1194,0.0155,"2016"
"861",1,"Rutgers University-Camden","R2","NJ",0.5539444444,0.345829486,8.77007873025984,0.0042777778,3.53582677688976,0.5272,0.169,0.1442,0.0897,6e-04,0.0016,0.0119,0.0157,"2016"
"862",2,"Seton Hall University","R2","NJ",0.5415606446,0.2789620019,8.77007873025984,0.00496156547632653,3.53582677688976,0.4972,0.1004,0.1785,0.1018,0.0018,0.0012,0.0275,0.0571,"2016"
"863",2,"Stevens Institute of Technology","R2","NJ",0.2847358121,0.1549439348,8.77007873025984,0.00496156547632653,3.53582677688976,0.6668,0.0206,0.0952,0.1123,6e-04,0,0.0463,0.0582,"2016"
"864",1,"Oklahoma State University-Main Campus","R1","OK",0.5257599543,0.2863196126,7.62465649889313,0.0044241473,3.29290076428244,0.685,0.0483,0.07,0.0174,0.0458,0.0013,0.0355,0.0041,"2016"
"865",2,"University of Pennsylvania","R1","PA",0.5721331689,0.1876351059,7.62465649889313,0.0073982737,3.29290076428244,0.4479,0.0748,0.102,0.1977,8e-04,3e-04,0.1147,0.0191,"2016"
"866",1,"Utah State University","R2","UT",0.5495908753,0.2835781742,8.77007873025984,0.0032234069,3.53582677688976,0.8197,0.0091,0.0591,0.0104,0.019,0.0039,0.0127,0.044,"2016"
"867",1,"Old Dominion University","R2","VA",0.6019766397,0.3321371117,8.77007873025984,0.0053908356,3.53582677688976,0.4625,0.2909,0.0842,0.0445,0.0034,0.0029,0.0145,0.0312,"2016"
"868",1,"North Carolina A & T State University","R2","NC",0.569954356,0.2808621816,8.77007873025984,0.0021829728,3.53582677688976,0.0491,0.8208,0.0331,0.0072,0.0025,1e-04,0.014,0.0339,"2016"
"869",1,"Bowling Green State University-Main Campus","R2","OH",0.6013106861,0.3032948465,8.77007873025984,0.0028086131,3.53582677688976,0.7733,0.0952,0.0439,0.0076,0.0014,8e-04,0.0197,0.0225,"2016"
"870",1,"Kent State University at Kent","R2","OH",0.6364963504,0.3594029851,8.77007873025984,0.0055613486,3.53582677688976,0.7481,0.089,0.0333,0.0153,0.0015,6e-04,0.0514,0.0257,"2016"
"871",2,"Azusa Pacific University","R2","CA",0.7258883249,0.3798259924,8.77007873025984,0.0058013053,3.53582677688976,0.414,0.0485,0.3101,0.0924,0.0016,0.0113,0.0265,0.0153,"2016"
"872",2,"Chapman University","R2","CA",0.6474741988,0.1787741203,8.77007873025984,0.00496156547632653,3.53582677688976,0.5674,0.0178,0.1458,0.1114,0.0024,0.003,0.0396,0.045,"2016"
"873",1,"University of California-Berkeley","R1","CA",0.5464962539,0.3458005249,7.62465649889313,0.0026443367,3.29290076428244,0.2632,0.0196,0.1464,0.3542,0.0022,0.0016,0.129,0.041,"2016"
"874",1,"University of California-Los Angeles","R1","CA",0.6031569586,0.3808913934,7.62465649889313,0.0027790129,3.29290076428244,0.2705,0.032,0.2172,0.2866,0.0019,0.0026,0.1181,0.0206,"2016"
"875",1,"University of Colorado Denver/Anschutz Medical Campus","R1","CO",0.5792682927,0.3794204883,7.62465649889313,0.006097561,3.29290076428244,0.4948,0.0507,0.2009,0.1002,0.0037,0.0011,0.0756,0.0206,"2016"
"876",1,"University of Kentucky","R1","KY",0.5687747036,0.2336008857,7.62465649889313,0.0023715415,3.29290076428244,0.7554,0.0788,0.044,0.0253,0.0017,9e-04,0.0283,0.029,"2016"
"877",1,"Michigan Technological University","R2","MI",0.2774683544,0.1853785901,8.77007873025984,0.00496156547632653,3.53582677688976,0.8726,0.0094,0.0197,0.0125,0.0035,9e-04,0.0321,0.0221,"2016"
"878",1,"New Jersey Institute of Technology","R1","NJ",0.2094848175,0.3440366972,7.62465649889313,0.0037529853,3.29290076428244,0.3417,0.0818,0.2143,0.223,5e-04,5e-04,0.047,0.0598,"2016"
"879",1,"University of New Mexico-Main Campus","R1","NM",0.5832672931,0.4103443894,7.62465649889313,0.004415261,3.29290076428244,0.3408,0.0248,0.4739,0.0364,0.057,0.002,0.0179,0.0135,"2016"
"880",2,"Nova Southeastern University","R2","FL",0.7459016393,0.373340143,8.77007873025984,0.0077413479,3.53582677688976,0.3296,0.1617,0.2988,0.0972,0.0026,9e-04,0.0572,0.0319,"2016"
"881",1,"University of Idaho","R2","ID",0.5058158857,0.3178761062,8.77007873025984,0.0043203722,3.53582677688976,0.7485,0.0147,0.1028,0.0138,0.0066,0.0023,0.0502,0.0191,"2016"
"882",1,"Wichita State University","R2","KS",0.5934139785,0.3633893281,8.77007873025984,0.0078405018,3.53582677688976,0.6135,0.0579,0.1135,0.0734,0.0066,8e-04,0.0704,0.023,"2016"
"883",2,"Tulane University of Louisiana","R1","LA",0.6045479756,0.1800116891,7.62465649889313,0.00372473251787072,3.29290076428244,0.7091,0.0856,0.0651,0.0394,0.0015,0.0011,0.0394,0.0237,"2016"
"884",1,"University of Louisiana at Lafayette","R2","LA",0.6164128596,0.3848580442,8.77007873025984,0.0021996616,3.53582677688976,0.6297,0.2044,0.0476,0.022,8e-04,2e-04,0.0184,0.0621,"2016"
"885",1,"University of Maryland-Baltimore County","R2","MD",0.4939527213,0.2740181269,8.77007873025984,0.0041231446,3.53582677688976,0.4288,0.1751,0.0676,0.2105,0.0021,0.0011,0.0388,0.0374,"2016"
"886",1,"University of Maryland Eastern Shore","R2","MD",0.5885969816,0.3575063613,8.77007873025984,0.00496156547632653,3.53582677688976,0.0999,0.7568,0.0323,0.0104,0.0019,3e-04,0.0281,0.0038,"2016"
"887",2,"Johns Hopkins University","R1","MD",0.517218543,0.1312714777,7.62465649889313,0.00372473251787072,3.29290076428244,0.3656,0.0609,0.1343,0.2448,0.0014,0.0016,0.1063,0.0365,"2016"
"888",2,"Illinois Institute of Technology","R2","IL",0.3001132503,0.3223767383,8.77007873025984,0.00496156547632653,3.53582677688976,0.3428,0.0577,0.1623,0.1336,0.0028,7e-04,0.2308,0.042,"2016"
"889",1,"Southern Illinois University-Carbondale","R2","IL",0.4896289248,0.3525195024,8.77007873025984,0.0064700285,3.53582677688976,0.649,0.1719,0.0885,0.0169,0.0019,0.0011,0.0373,8e-04,"2016"
"890",1,"University of Iowa","R1","IA",0.5623043206,0.2231285357,7.62465649889313,0.0017532874,3.29290076428244,0.6901,0.034,0.0763,0.0389,0.0017,9e-04,0.1058,0.0233,"2016"
"891",2,"Emory University","R1","GA",0.6606479023,0.1638702461,7.62465649889313,0.00372473251787072,3.29290076428244,0.4192,0.0856,0.0862,0.1848,0.0013,1e-04,0.1627,0.0229,"2016"
"892",1,"Georgia Institute of Technology-Main Campus","R1","GA",0.3774373259,0.1491513182,7.62465649889313,0.00372473251787072,3.29290076428244,0.4999,0.0669,0.0679,0.1959,3e-04,4e-04,0.1002,0.0322,"2016"
"893",1,"Boise State University","R2","ID",0.56921797,0.3347085202,8.77007873025984,0.0039933444,3.53582677688976,0.7352,0.0172,0.1195,0.021,0.0047,0.0042,0.0395,0.0146,"2016"
"894",1,"University of Massachusetts-Boston","R2","MA",0.5690204158,0.4305429864,8.77007873025984,0.0084285447,3.53582677688976,0.3477,0.1638,0.1448,0.128,0.0021,2e-04,0.1231,0.0615,"2016"
"895",2,"Boston University","R1","MA",0.6546625328,0.169382716,7.62465649889313,0.00372473251787072,3.29290076428244,0.4096,0.0382,0.1105,0.1438,6e-04,0.0013,0.2189,0.0408,"2016"
"896",2,"Brandeis University","R1","MA",0.6027088036,0.1630695444,7.62465649889313,0.00372473251787072,3.29290076428244,0.4618,0.0539,0.0781,0.1309,6e-04,6e-04,0.2063,0.0389,"2016"
"897",1,"Central Michigan University","R2","MI",0.592287234,0.2932980354,8.77007873025984,0.0027925532,3.53582677688976,0.7767,0.0852,0.0446,0.0105,0.0079,6e-04,0.0205,0.019,"2016"
"898",1,"Eastern Michigan University","R2","MI",0.6105377512,0.3441964286,8.77007873025984,0.0029875068,3.53582677688976,0.6451,0.1968,0.0492,0.0246,0.0026,7e-04,0.0195,0.0226,"2016"
"899",2,"Tufts University","R1","MA",0.4582417582,0.1529548088,7.62465649889313,0.00372473251787072,3.29290076428244,0.5649,0.0423,0.0661,0.1189,0,0,0.1031,0.0581,"2016"
"900",2,"Northeastern University","R1","MA",0.541089566,0.1851581509,7.62465649889313,0.0039242844,3.29290076428244,0.4668,0.0392,0.0707,0.1272,7e-04,1e-04,0.1986,0.0543,"2016"
"901",1,"Auburn University","R1","AL",0.531504671,0.1726471191,7.62465649889313,0.0023852117,3.29290076428244,0.8285,0.0673,0.0335,0.0252,0.0052,3e-04,0.0214,0.0059,"2016"
"902",1,"Arkansas State University-Main Campus","R2","AR",0.6108749161,0.3882667965,8.77007873025984,0.00496156547632653,3.53582677688976,0.7406,0.1357,0.0255,0.0081,0.003,5e-04,0.0582,0.0073,"2016"
"903",1,"University of Arkansas at Little Rock","R2","AR",0.6464909992,0.3910404624,8.77007873025984,0.0060005218,3.53582677688976,0.4932,0.2694,0.0814,0.0231,0.0028,0,0.0212,0.007,"2016"
"904",1,"University of California-Santa Barbara","R1","CA",0.5778541309,0.4240058108,7.62465649889313,0.00372473251787072,3.29290076428244,0.3344,0.021,0.2623,0.1841,0.0011,0.0012,0.0839,0.0274,"2016"
"905",1,"Colorado School of Mines","R2","CO",0.2837489252,0.1544642857,8.77007873025984,0.00496156547632653,3.53582677688976,0.7447,0.0103,0.0732,0.0478,0.0024,9e-04,0.0603,0.0055,"2016"
"906",1,"Colorado State University-Fort Collins","R1","CO",0.5496754868,0.2421371233,7.62465649889313,0.0057413879,3.29290076428244,0.7316,0.0235,0.1206,0.0248,0.0046,0.0013,0.035,0.0246,"2016"
"907",1,"Arizona State University-Skysong","R2","AZ",0.5568306611,0.3813179205,8.77007873025984,0.0065341533,3.53582677688976,0.642,0.0637,0.1908,0.0367,0.0097,0.004,0.0014,0.0076,"2016"
"908",2,"University of Tulsa","R2","OK",0.4942084942,0.2284946237,8.77007873025984,0.00496156547632653,3.53582677688976,0.5662,0.047,0.0527,0.0434,0.0265,0.0018,0.2395,0.0179,"2016"
"909",2,"Villanova University","R2","PA",0.5794684732,0.1257420399,8.77007873025984,0.00496156547632653,3.53582677688976,0.7504,0.0488,0.074,0.0705,4e-04,1e-04,0.0152,0.0166,"2016"
"910",1,"Texas A & M University-Corpus Christi","R2","TX",0.6254948535,0.390052356,8.77007873025984,0.003365004,3.53582677688976,0.3634,0.0667,0.4906,0.025,0.0021,2e-04,0.0242,0.0168,"2016"
"911",1,"University of Houston","R1","TX",0.5257100149,0.4049271339,7.62465649889313,0.0040358744,3.29290076428244,0.2499,0.1011,0.3339,0.223,0.0011,0.0021,0.0435,0.0112,"2016"
"912",2,"Rice University","R1","TX",0.4518167457,0.1447587354,7.62465649889313,0.00372473251787072,3.29290076428244,0.3661,0.0691,0.1431,0.2418,0.001,8e-04,0.1214,0.0168,"2016"
"913",1,"The University of Texas at Dallas","R1","TX",0.4620796156,0.313957935,7.62465649889313,0.0046328071,3.29290076428244,0.3568,0.0593,0.1845,0.295,0.0021,0.0024,0.0362,0.0206,"2016"
"914",1,"The University of Texas at San Antonio","R2","TX",0.5416743841,0.388502455,8.77007873025984,0.0044452676,3.53582677688976,0.2428,0.0928,0.5423,0.0548,0.0016,0.002,0.0249,0.0069,"2016"
"915",1,"University of Vermont","R2","VT",0.6014972646,0.1151121606,8.77007873025984,0.00496156547632653,3.53582677688976,0.8178,0.0124,0.0393,0.0275,9e-04,2e-04,0.0514,0.019,"2016"
"916",1,"University of Southern Mississippi","R1","MS",0.6505441354,0.3259689197,7.62465649889313,0.0027638625,3.29290076428244,0.6104,0.2887,0.0328,0.0114,0.0037,7e-04,0.0209,0.0066,"2016"
"917",1,"University of Missouri-Kansas City","R2","MO",0.6063576159,0.3370424597,8.77007873025984,0.0047682119,3.53582677688976,0.57,0.1457,0.0872,0.0762,0.0032,0.0016,0.045,0.0352,"2016"
"918",1,"Rowan University","R2","NJ",0.4875411378,0.3508263759,8.77007873025984,0.004388027,3.53582677688976,0.6753,0.1045,0.0977,0.0425,0.002,9e-04,0.008,0.0407,"2016"
"919",2,"Cornell University","R1","NY",0.5335580754,0.1541640178,7.62465649889313,0.00372473251787072,3.29290076428244,0.3955,0.0634,0.1254,0.1841,0.0044,9e-04,0.101,0.0802,"2016"
"920",2,"Yeshiva University","R2","NY",0.5162393162,0.1438596491,8.77007873025984,0.00496156547632653,3.53582677688976,0.9511,0,0.0011,0,4e-04,0,0.0444,0.0019,"2016"
"921",1,"University at Buffalo","R1","NY",0.427613941,0.2806191117,7.62465649889313,0.0028028272,3.29290076428244,0.4778,0.0737,0.0679,0.143,0.0029,0.0011,0.1619,0.0489,"2016"
"922",1,"University of North Carolina Wilmington","R2","NC",0.6308737498,0.2589784517,8.77007873025984,0.0071711644,3.53582677688976,0.7787,0.0478,0.0687,0.022,0.005,0.001,0.0087,0.0328,"2016"
"923",1,"University of North Carolina at Greensboro","R2","NC",0.6852653718,0.3127645051,8.77007873025984,0.0017320302,3.53582677688976,0.5103,0.2793,0.0823,0.0544,0.0039,8e-04,0.0178,0.005,"2016"
