"","control","instnm","ccbasic","stabbr","npt4_pub","npt4_priv","costt4_a","grad_debt_mdn","avgfacsal","unemp_rate","year"
"1",1,"Indiana University-Purdue University-Indianapolis",16,"IN",10987,NA,20704,22343,8512,2.900000095,"latest"
"2",1,"University of Kansas",15,"KS",18571,NA,24996,21105,10156,2.5,"latest"
"3",2,"Boston College",15,"MA",NA,33562,70588,16939,15323,2.880000114,"latest"
"4",1,"Oakland University",16,"MI",11560,NA,21231,25000,9452,3.210000038,"latest"
"5",1,"University of Mississippi",15,"MS",13857,NA,24822,19500,9217,3.640000105,"latest"
"6",1,"Missouri University of Science and Technology",16,"MO",14205,NA,22012,24750,10628,3.049999952,"latest"
"7",2,"Washington University in St Louis",15,"MO",NA,27427,71975,16075,14960,3.039999962,"latest"
"8",1,"Montana State University",15,"MT",18036,NA,20464,23500,8875,3.789999962,"latest"
"9",1,"University of Nebraska at Omaha",16,"NE",13511,NA,18849,20250,8377,2.319999933,"latest"
"10",1,"University of Nevada-Las Vegas",15,"NV",10551,NA,17582,18750,10778,3.829999924,"latest"
"11",1,"University of Colorado Boulder",15,"CO",21510,NA,30178,19500,11684,2.730000019,"latest"
"12",2,"University of Southern California",15,"CA",NA,30453,72097,19500,14712,3.670000076,"latest"
"13",2,"Yale University",15,"CT",NA,18770,71290,13000,19093,3.529999971,"latest"
"14",1,"Delaware State University",16,"DE",13789,NA,22627,27000,8272,4.650000095,"latest"
"15",1,"Florida International University",15,"FL",8311,NA,19434,18000,10514,4.420000076,"latest"
"16",1,"Florida State University",15,"FL",10744,NA,21623,19973,11108,3.619999886,"latest"
"17",1,"University of South Florida-Main Campus",15,"FL",9838,NA,20456,18750,10168,3.200000048,"latest"
"18",1,"University of Hawaii at Manoa",15,"HI",15286,NA,23948,19450,12163,3.529999971,"latest"
"19",2,"Mercer University",16,"GA",NA,20828,50850,25000,8639,3.109999895,"latest"
"20",1,"Georgia Southern University",16,"GA",15795,NA,21884,23250,6684,3.420000076,"latest"
"21",1,"Oregon State University",15,"OR",19969,NA,25843,22500,9910,3.930000067,"latest"
"22",1,"University of Memphis",16,"TN",13048,NA,22676,25000,8934,4.099999905,"latest"
"23",2,"Baylor University",16,"TX",NA,32601,60619,24250,9968,3.119999886,"latest"
"24",1,"Texas A & M University-Kingsville",16,"TX",14796,NA,22165,22532,7914,4.679999828,"latest"
"25",1,"The University of Texas at Austin",15,"TX",16505,NA,25228,20000,12940,3.25999999,"latest"
"26",1,"Texas Tech University",15,"TX",17033,NA,23157,21500,9228,3.029999971,"latest"
"27",2,"California Institute of Technology",15,"CA",NA,23820,68901,8700,19993,3.140000105,"latest"
"28",1,"University of California-Santa Cruz",15,"CA",17699,NA,35982,19000,14426,3.660000086,"latest"
"29",2,"Florida Institute of Technology",16,"FL",NA,31900,58508,27000,9694,2.880000114,"latest"
"30",2,"Clark Atlanta University",16,"GA",NA,33276,37382,28500,7467,4.670000076,"latest"
"31",2,"Northwestern University",15,"IL",NA,24840,72960,15000,17189,3.049999952,"latest"
"32",1,"University of Illinois at Urbana-Champaign",15,"IL",17302,NA,30082,19000,12525,3.140000105,"latest"
"33",1,"Indiana University-Bloomington",15,"IN",13428,NA,24326,20500,10467,2.769999981,"latest"
"34",1,"Louisiana State University and Agricultural & Mechanical College",15,"LA",15428,NA,28539,20250,10192,3.650000095,"latest"
"35",1,"Louisiana Tech University",16,"LA",9839,NA,20098,20876,7893,4.519999981,"latest"
"36",2,"Hampton University",16,"VA",NA,28568,40521,26000,7186,4.010000229,"latest"
"37",1,"University of Washington-Seattle Campus",15,"WA",12001,NA,25275,15000,13086,3.619999886,"latest"
"38",1,"Marshall University",16,"WV",8894,NA,19016,23500,7651,3.890000105,"latest"
"39",1,"West Virginia University",15,"WV",12539,NA,21278,23872,10123,3.359999895,"latest"
"40",1,"The University of Alabama",15,"AL",22232,NA,29424,23250,10225,3.25999999,"latest"
"41",1,"University of Alaska Fairbanks",16,"AK",11297,NA,18510,19407,9584,6.559999943,"latest"
"42",1,"University of South Alabama",16,"AL",14871,NA,19835,25000,7239,3.900000095,"latest"
"43",1,"University of Arkansas",15,"AR",15642,NA,22750,21500,9866,3.799999952,"latest"
"44",1,"University of California-Riverside",15,"CA",12743,NA,32843,19000,13408,4.389999866,"latest"
"45",2,"Claremont Graduate University",16,"CA",NA,NA,NA,NA,13883,4,"latest"
"46",1,"University of California-Davis",15,"CA",14729,NA,35252,13000,14603,3.849999905,"latest"
"47",1,"Clemson University",15,"SC",18252,NA,29499,21500,10218,3.049999952,"latest"
"48",1,"East Tennessee State University",16,"TN",11206,NA,19897,20785,7304,3.160000086,"latest"
"49",1,"Tennessee State University",16,"TN",10427,NA,20148,28017,7364,4.239999771,"latest"
"50",2,"Texas Christian University",16,"TX",NA,37513,62669,21000,11766,2.839999914,"latest"
"51",1,"The University of Texas Rio Grande Valley",16,"TX",4166,NA,13534,11661,6192,6.28000021,"latest"
"52",2,"Brigham Young University-Provo",16,"UT",NA,13181,18136,12100,10974,3.349999905,"latest"
"53",2,"Marquette University",16,"WI",NA,29693,54851,24623,9938,2.890000105,"latest"
"54",2,"University of New England",16,"ME",NA,33729,53663,25989,8888,2.75999999,"latest"
"55",2,"Clark University",16,"MA",NA,28455,54760,26000,10859,2.970000029,"latest"
"56",2,"Harvard University",15,"MA",NA,15561,71135,13875,20484,3.460000038,"latest"
"57",2,"Worcester Polytechnic Institute",16,"MA",NA,41390,64730,27000,12477,2.769999981,"latest"
"58",1,"University of Massachusetts-Dartmouth",16,"MA",19516,NA,27142,25763,10873,3.130000114,"latest"
"59",2,"The New School",16,"NY",NA,42812,67295,24250,11585,3.670000076,"latest"
"60",1,"Stony Brook University",15,"NY",14893,NA,24718,19000,12058,3.559999943,"latest"
"61",2,"Wake Forest University",16,"NC",NA,32129,69090,19490,11666,2.670000076,"latest"
"62",1,"University of Cincinnati-Main Campus",15,"OH",22682,NA,27097,21750,9936,2.910000086,"latest"
"63",1,"University of California-Merced",16,"CA",12253,NA,34517,19000,11225,3.849999905,"latest"
"64",2,"Clarkson University",16,"NY",NA,30485,65899,26125,10833,3.589999914,"latest"
"65",1,"CUNY City College",16,"NY",3744,NA,14430,12500,12469,6.389999866,"latest"
"66",2,"Fordham University",16,"NY",NA,36301,67393,25815,13782,3.640000105,"latest"
"67",2,"Rensselaer Polytechnic Institute",15,"NY",NA,36159,70132,25500,12554,3.049999952,"latest"
"68",1,"East Carolina University",16,"NC",16506,NA,21950,24250,8629,3.369999886,"latest"
"69",2,"Case Western Reserve University",15,"OH",NA,32938,67083,23250,11878,3.00999999,"latest"
"70",1,"North Dakota State University-Main Campus",16,"ND",16062,NA,20733,22652,9107,2.859999895,"latest"
"71",1,"Wayne State University",15,"MI",14226,NA,23848,22500,10622,4.650000095,"latest"
"72",1,"University of Nebraska-Lincoln",15,"NE",18086,NA,23936,21000,10936,2.25999999,"latest"
"73",1,"University of New Hampshire-Main Campus",15,"NH",22909,NA,32469,27000,11893,2.50999999,"latest"
"74",1,"Arizona State University-Tempe",15,"AZ",11644,NA,25621,20349,11451,3.150000095,"latest"
"75",2,"Princeton University",15,"NJ",NA,9749,66950,9850,20185,3.529999971,"latest"
"76",1,"Rutgers University-Camden",16,"NJ",13293,NA,26097,22032,11354,3.529999971,"latest"
"77",2,"Seton Hall University",16,"NJ",NA,28903,54967,24500,9807,3.579999924,"latest"
"78",2,"Stevens Institute of Technology",16,"NJ",NA,37598,66642,26247,13258,3.140000105,"latest"
"79",1,"Oklahoma State University-Main Campus",15,"OK",14878,NA,23446,21000,9060,2.950000048,"latest"
"80",2,"University of Pennsylvania",15,"PA",NA,25033,72584,19500,17887,3.400000095,"latest"
"81",1,"Utah State University",16,"UT",13150,NA,18531,14000,9214,3.569999933,"latest"
"82",1,"Old Dominion University",16,"VA",15680,NA,23993,24385,8428,3.039999962,"latest"
"83",1,"North Carolina A & T State University",16,"NC",10046,NA,17639,28360,8722,4.119999886,"latest"
"84",1,"Air Force Institute of Technology-Graduate School of Engineering & Management",16,"OH",NA,NA,NA,NA,NA,NA,"latest"
"85",1,"Bowling Green State University-Main Campus",16,"OH",18456,NA,23804,25251,9101,2.940000057,"latest"
"86",1,"Kent State University at Kent",16,"OH",17807,NA,23751,25000,9143,2.940000057,"latest"
"87",2,"Azusa Pacific University",16,"CA",NA,25451,51578,24500,9160,3.829999924,"latest"
"88",2,"Chapman University",16,"CA",NA,40251,69018,21250,11826,4,"latest"
"89",1,"University of California-Berkeley",15,"CA",14846,NA,36739,13750,17125,3.690000057,"latest"
"90",1,"University of California-Los Angeles",15,"CA",14171,NA,33654,15000,18392,4.070000172,"latest"
"91",1,"University of Colorado Denver/Anschutz Medical Campus",15,"CO",15446,NA,22243,21022,10640,2.809999943,"latest"
"92",1,"University of Kentucky",15,"KY",18523,NA,28711,23102,10688,2.99000001,"latest"
"93",1,"Michigan Technological University",16,"MI",15348,NA,28176,25079,10344,3.450000048,"latest"
"94",1,"New Jersey Institute of Technology",15,"NJ",18696,NA,30562,23000,12544,4.019999981,"latest"
"95",1,"University of New Mexico-Main Campus",15,"NM",14329,NA,19235,18750,9057,4.989999771,"latest"
"96",2,"Nova Southeastern University",16,"FL",NA,25816,47432,22907,10230,3.630000114,"latest"
"97",1,"University of Idaho",16,"ID",14502,NA,20937,23000,9346,4.239999771,"latest"
"98",1,"Wichita State University",16,"KS",14876,NA,20038,21625,7873,3.089999914,"latest"
"99",2,"Tulane University of Louisiana",15,"LA",NA,35132,69517,22022,11783,3.349999905,"latest"
"100",1,"University of Louisiana at Lafayette",16,"LA",11228,NA,20807,20750,8337,4.340000153,"latest"
"101",1,"University of Maryland-Baltimore County",16,"MD",18706,NA,24522,21000,9869,2.74000001,"latest"
"102",1,"University of Maryland Eastern Shore",16,"MD",17745,NA,24376,28000,8202,4.260000229,"latest"
"103",2,"Johns Hopkins University",15,"MD",NA,30701,69863,15500,13332,3.039999962,"latest"
"104",2,"Illinois Institute of Technology",16,"IL",NA,21917,60112,26000,12396,3.410000086,"latest"
"105",1,"Southern Illinois University-Carbondale",16,"IL",16843,NA,27945,21500,7652,3.910000086,"latest"
"106",1,"University of Iowa",15,"IA",15893,NA,22607,22000,10160,2.660000086,"latest"
"107",2,"Emory University",15,"GA",NA,24593,66950,18000,14486,2.910000086,"latest"
"108",1,"Georgia Institute of Technology-Main Campus",15,"GA",14927,NA,28501,23750,12727,2.960000038,"latest"
"109",1,"Boise State University",16,"ID",15020,NA,19573,23084,8091,3.359999895,"latest"
"110",1,"University of Massachusetts-Boston",16,"MA",13369,NA,23356,22910,10730,3.309999943,"latest"
"111",2,"Boston University",15,"MA",NA,30729,70216,25000,14136,2.900000095,"latest"
"112",2,"Brandeis University",15,"MA",NA,37688,70848,26852,13176,3,"latest"
"113",1,"Central Michigan University",16,"MI",15677,NA,23890,27000,9350,3.410000086,"latest"
"114",1,"Eastern Michigan University",16,"MI",15394,NA,23662,26000,9744,3.359999895,"latest"
"115",2,"Tufts University",15,"MA",NA,31485,70567,16500,12396,3.059999943,"latest"
"116",2,"Northeastern University",15,"MA",NA,31855,67894,25000,13158,2.859999895,"latest"
"117",1,"Auburn University",15,"AL",23696,NA,31282,21000,10428,3.140000105,"latest"
"118",1,"Arkansas State University-Main Campus",16,"AR",13605,NA,21375,21000,6902,3.75,"latest"
"119",1,"University of Arkansas at Little Rock",16,"AR",12102,NA,21301,21043,7623,3.630000114,"latest"
"120",1,"University of California-Santa Barbara",15,"CA",16236,NA,35987,15306,15994,4.099999905,"latest"
"121",1,"Colorado School of Mines",16,"CO",25781,NA,33038,25000,12065,2.630000114,"latest"
"122",1,"Colorado State University-Fort Collins",15,"CO",19800,NA,26861,20500,10039,2.75,"latest"
"123",1,"Arizona State University-Skysong",16,"AZ",14094,NA,24636,20349,8939,NA,"latest"
"124",2,"University of Tulsa",16,"OK",NA,22817,56906,23250,10564,2.910000086,"latest"
"125",2,"Villanova University",16,"PA",NA,40134,68057,26000,11165,2.690000057,"latest"
"126",1,"Texas A & M University-Corpus Christi",16,"TX",15253,NA,20220,23000,8252,3.940000057,"latest"
"127",1,"University of Houston",15,"TX",16161,NA,24923,19000,11900,3.819999933,"latest"
"128",2,"Rice University",15,"TX",NA,20879,63158,11989,15985,3.109999895,"latest"
"129",1,"The University of Texas at Dallas",15,"TX",14336,NA,24429,18250,12652,2.859999895,"latest"
"130",1,"The University of Texas at San Antonio",16,"TX",13849,NA,20823,21473,9062,3.380000114,"latest"
"131",1,"University of Vermont",16,"VT",18980,NA,32825,21504,10205,2.789999962,"latest"
"132",1,"University of Southern Mississippi",15,"MS",14126,NA,22281,23750,7711,3.99000001,"latest"
"133",1,"University of Missouri-Kansas City",16,"MO",14273,NA,20934,19500,9041,3.150000095,"latest"
"134",1,"Rowan University",16,"NJ",25529,NA,31180,21125,8693,3.700000048,"latest"
"135",2,"Cornell University",15,"NY",NA,30494,70301,14000,15156,3.200000048,"latest"
"136",2,"Yeshiva University",16,"NY",NA,36414,60525,18250,12178,3.349999905,"latest"
"137",2,"Teachers College at Columbia University",16,"NY",NA,NA,NA,NA,14573,4.28000021,"latest"
"138",1,"University at Buffalo",15,"NY",17090,NA,24568,19500,10636,3.890000105,"latest"
"139",1,"University of North Carolina Wilmington",16,"NC",18910,NA,24098,20500,8442,3.119999886,"latest"
"140",1,"University of North Carolina at Greensboro",16,"NC",12158,NA,19779,22586,8757,3.130000114,"latest"
"141",1,"Miami University-Oxford",16,"OH",21758,NA,31811,23250,9534,2.539999962,"latest"
"142",1,"Cleveland State University",16,"OH",15124,NA,22415,22750,9548,3.680000067,"latest"
"143",1,"University of Toledo",16,"OH",16374,NA,23625,23000,8943,3.24000001,"latest"
"144",1,"Ohio University-Main Campus",16,"OH",22453,NA,27705,20909,9082,3.160000086,"latest"
"145",1,"Wright State University-Main Campus",16,"OH",15530,NA,20652,24033,9531,2.940000057,"latest"
"146",1,"University of Oregon",15,"OR",16355,NA,25126,20767,10385,3.809999943,"latest"
"147",1,"Portland State University",16,"OR",13856,NA,21159,21426,9650,4.070000172,"latest"
"148",2,"Drexel University",15,"PA",NA,33631,66841,26000,11064,3.289999962,"latest"
"149",1,"Pennsylvania State University-Main Campus",15,"PA",30996,NA,36048,26000,11139,3.150000095,"latest"
"150",1,"Tennessee Technological University",16,"TN",16321,NA,24898,17566,8176,3.109999895,"latest"
"151",1,"University of Wyoming",16,"WY",13379,NA,19777,18498,9846,3.279999971,"latest"
"152",1,"University of Wisconsin-Madison",15,"WI",18219,NA,25497,20500,12350,2.829999924,"latest"
"153",1,"University of Puerto Rico-Rio Piedras",16,"PR",5719,NA,11299,5500,7118,7.920000076,"latest"
"154",3,"Ponce Health Sciences University",16,"PR",NA,NA,32615,NA,4149,NA,"latest"
"155",2,"Stanford University",15,"CA",NA,12265,69109,11341,20279,3.450000048,"latest"
"156",1,"William & Mary",16,"VA",16383,NA,37386,18325,11141,2.609999895,"latest"
"157",1,"University of Utah",15,"UT",14364,NA,20422,17500,10727,3.170000076,"latest"
"158",1,"Virginia Polytechnic Institute and State University",15,"VA",20964,NA,26240,22895,11660,2.440000057,"latest"
"159",1,"University of Rhode Island",16,"RI",20334,NA,29018,23000,9488,3.170000076,"latest"
"160",1,"University of South Dakota",16,"SD",18075,NA,21622,25000,7895,2.559999943,"latest"
"161",1,"University of Oklahoma-Norman Campus",15,"OK",20780,NA,28306,20880,9806,2.980000019,"latest"
"162",2,"Carnegie Mellon University",15,"PA",NA,32674,70060,23250,12165,2.980000019,"latest"
"163",2,"Duquesne University",16,"PA",NA,29622,51678,27000,9376,3.029999971,"latest"
"164",2,"Lehigh University",16,"PA",NA,30832,65652,23250,13517,2.619999886,"latest"
"165",1,"The University of Tennessee-Knoxville",15,"TN",19142,NA,30930,20500,11076,3.029999971,"latest"
"166",1,"Rutgers University-Newark",16,"NJ",12888,NA,25083,22032,13647,3.529999971,"latest"
"167",1,"New Mexico State University-Main Campus",16,"NM",7867,NA,17885,18370,8707,4.860000134,"latest"
"168",2,"Columbia University in the City of New York",15,"NY",NA,22637,74435,21979,18763,3.670000076,"latest"
"169",2,"Rochester Institute of Technology",16,"NY",NA,30068,54334,27000,10453,3.339999914,"latest"
"170",2,"Rockefeller University",16,"NY",NA,NA,NA,NA,20057,NA,"latest"
"171",1,"Binghamton University",15,"NY",18958,NA,25846,19500,9779,3.450000048,"latest"
"172",2,"Vanderbilt University",15,"TN",NA,20253,67392,15000,13877,2.960000038,"latest"
"173",2,"Southern Methodist University",16,"TX",NA,36575,71875,19500,12829,2.819999933,"latest"
"174",1,"The University of Texas at Arlington",15,"TX",12410,NA,21633,18708,9243,3.279999971,"latest"
"175",1,"Texas State University",16,"TX",15629,NA,22322,20992,8000,3.25999999,"latest"
"176",1,"University of North Texas",15,"TX",13609,NA,22827,20056,9978,3.089999914,"latest"
"177",1,"George Mason University",15,"VA",20321,NA,25871,20000,10953,2.190000057,"latest"
"178",1,"Washington State University",15,"WA",15768,NA,25267,20050,9888,4.25,"latest"
"179",1,"Kansas State University",15,"KS",18450,NA,23724,22250,9106,2.579999924,"latest"
"180",1,"University of Louisville",15,"KY",16692,NA,26140,20534,8724,3.059999943,"latest"
"181",1,"University of Maine",16,"ME",16388,NA,23547,25500,9486,3.140000105,"latest"
"182",1,"University of Maryland-College Park",15,"MD",18457,NA,25919,19000,13045,2.730000019,"latest"
"183",1,"Morgan State University",16,"MD",16991,NA,24084,30500,8742,4.489999771,"latest"
"184",1,"University of Massachusetts-Amherst",15,"MA",21396,NA,30013,23250,12254,2.799999952,"latest"
"185",2,"Massachusetts Institute of Technology",15,"MA",NA,18278,67430,12500,18852,3.220000029,"latest"
"186",1,"Ohio State University-Main Campus",15,"OH",17704,NA,26555,20500,12390,2.75,"latest"
"187",1,"University of Pittsburgh-Pittsburgh Campus",15,"PA",28758,NA,33155,26000,10856,3.279999971,"latest"
"188",1,"University of Colorado Colorado Springs",16,"CO",15812,NA,21737,21500,8322,2.869999886,"latest"
"189",1,"University of Connecticut",15,"CT",21588,NA,30687,21500,11874,3.059999943,"latest"
"190",1,"University of Central Florida",15,"FL",12733,NA,21034,18750,10506,2.980000019,"latest"
"191",1,"Florida Agricultural and Mechanical University",16,"FL",15341,NA,22716,25728,8011,4.679999828,"latest"
"192",1,"Florida Atlantic University",16,"FL",9768,NA,19559,17750,9178,3.24000001,"latest"
"193",1,"University of Delaware",15,"DE",16127,NA,25584,24388,12904,2.849999905,"latest"
"194",2,"American University",16,"DC",NA,34617,64040,23288,12045,2.950000048,"latest"
"195",2,"The Catholic University of America",16,"DC",NA,34972,61627,26000,9748,2.970000029,"latest"
"196",2,"Gallaudet University",16,"DC",NA,15157,37188,16949,10333,3.559999943,"latest"
"197",2,"George Washington University",15,"DC",NA,33734,69204,22000,14659,2.950000048,"latest"
"198",1,"Montclair State University",16,"NJ",19949,NA,27606,23250,10177,3.630000114,"latest"
"199",1,"Rutgers University-New Brunswick",15,"NJ",20623,NA,29877,22032,11843,3.529999971,"latest"
"200",1,"CUNY Graduate School and University Center",15,"NY",NA,NA,NA,12000,15498,4.900000095,"latest"
"201",1,"Temple University",15,"PA",23536,NA,31880,24796,11070,3.700000048,"latest"
"202",2,"Thomas Jefferson University",16,"PA",NA,25743,56855,15750,8243,3.640000105,"latest"
"203",2,"Brown University",15,"RI",NA,31685,71050,15500,15579,3.279999971,"latest"
"204",1,"University of South Carolina-Columbia",15,"SC",19219,NA,26841,22724,10744,3.25999999,"latest"
"205",1,"South Dakota State University",16,"SD",19503,NA,22609,24250,8255,2.480000019,"latest"
"206",1,"University of Missouri-Columbia",15,"MO",18480,NA,26259,22000,9636,2.869999886,"latest"
"207",2,"Saint Louis University",16,"MO",NA,27861,56344,24988,10385,3.039999962,"latest"
"208",1,"University of Missouri-St Louis",16,"MO",10880,NA,22810,20750,8675,3.619999886,"latest"
"209",1,"The University of Montana",16,"MT",15353,NA,19110,23250,7817,4.179999828,"latest"
"210",2,"Dartmouth College",15,"NH",NA,31449,71827,12500,15278,3.180000067,"latest"
"211",1,"North Carolina State University at Raleigh",15,"NC",16404,NA,23600,20500,10964,3.049999952,"latest"
"212",2,"Duke University",15,"NC",NA,23442,72466,11500,16170,3.019999981,"latest"
"213",1,"Kennesaw State University",16,"GA",17688,NA,23824,24126,7167,NA,"latest"
"214",2,"Howard University",16,"DC",NA,39792,43201,26000,9521,4.429999828,"latest"
"215",2,"Georgetown University",15,"DC",NA,30169,71580,15397,15382,3.089999914,"latest"
"216",2,"University of Miami",15,"FL",NA,30841,65298,17511,12367,3.380000114,"latest"
"217",1,"Idaho State University",16,"ID",16679,NA,19858,22968,7391,3.900000095,"latest"
"218",2,"DePaul University",16,"IL",NA,28410,54439,24000,10916,3.539999962,"latest"
"219",2,"University of Chicago",15,"IL",NA,26160,75735,17000,18469,3.349999905,"latest"
"220",1,"University of Illinois at Chicago",15,"IL",13301,NA,25260,17400,11151,3.880000114,"latest"
"221",1,"Ball State University",16,"IN",15020,NA,23783,24000,7514,2.930000067,"latest"
"222",1,"Georgia State University",15,"GA",14519,NA,23951,21250,8780,3.529999971,"latest"
"223",1,"University of Georgia",15,"GA",13971,NA,26252,18750,11177,2.99000001,"latest"
"224",1,"Northern Illinois University",16,"IL",23140,NA,32244,23000,8301,3.529999971,"latest"
"225",1,"Illinois State University",16,"IL",21301,NA,28929,20000,8268,3.200000048,"latest"
"226",2,"University of Notre Dame",15,"IN",NA,32096,69395,19000,14355,2.920000076,"latest"
"227",1,"Iowa State University",15,"IA",15140,NA,20476,22975,11173,2.640000105,"latest"
"228",1,"University of California-San Diego",15,"CA",13318,NA,31891,16808,16373,3.650000095,"latest"
"229",1,"San Diego State University",16,"CA",15287,NA,22990,15340,10903,3.930000067,"latest"
"230",2,"University of San Diego",16,"CA",NA,32576,64732,23782,12284,3.25999999,"latest"
"231",2,"University of Denver",16,"CO",NA,28991,64513,21333,10796,2.75999999,"latest"
"232",1,"University of Florida",15,"FL",8057,NA,21034,16247,11608,3.269999981,"latest"
"233",2,"Loyola University Chicago",16,"IL",NA,34024,57297,25000,10639,3.230000019,"latest"
"234",1,"University of New Orleans",16,"LA",10541,NA,19331,18200,7979,4.050000191,"latest"
"235",1,"University of Minnesota-Twin Cities",15,"MN",17479,NA,26443,19500,11927,2.779999971,"latest"
"236",1,"Western Michigan University",16,"MI",19119,NA,24825,26000,9972,3.220000029,"latest"
"237",1,"University of Massachusetts-Lowell",16,"MA",18882,NA,28201,25000,11606,2.779999971,"latest"
"238",1,"University of Michigan-Ann Arbor",15,"MI",16010,NA,29407,16606,11622,3.079999924,"latest"
"239",1,"Michigan State University",15,"MI",18984,NA,28194,25000,11802,3.180000067,"latest"
"240",1,"Jackson State University",16,"MS",13492,NA,22356,30500,7260,5.329999924,"latest"
"241",1,"Mississippi State University",15,"MS",16830,NA,24275,23000,8789,4.300000191,"latest"
"242",1,"University of Nevada-Reno",15,"NV",14122,NA,21792,19500,10193,3.589999914,"latest"
"243",2,"University of Rochester",15,"NY",NA,29373,70108,20000,12762,3.230000019,"latest"
"244",2,"New York University",15,"NY",NA,42397,69830,21250,14056,3.289999962,"latest"
"245",2,"Syracuse University",15,"NY",NA,34472,65295,27000,11808,3.349999905,"latest"
"246",1,"SUNY at Albany",15,"NY",17298,NA,25238,19537,9678,3.650000095,"latest"
"247",1,"SUNY College of Environmental Science and Forestry",16,"NY",19341,NA,26736,18000,8738,3.539999962,"latest"
"248",1,"University of North Carolina at Chapel Hill",15,"NC",13918,NA,25527,16118,12841,2.970000029,"latest"
"249",1,"University of North Carolina at Charlotte",16,"NC",16943,NA,22346,23000,9622,3.130000114,"latest"
"250",1,"Arizona State University-Downtown Phoenix",16,"AZ",11741,NA,25851,20349,9177,NA,"latest"
"251",1,"University of Akron Main Campus",16,"OH",17124,NA,23417,24955,9837,3.25999999,"latest"
"252",1,"University of North Dakota",16,"ND",15970,NA,20611,23959,8377,3.130000114,"latest"
"253",1,"Texas A & M University-College Station",15,"TX",18944,NA,28314,18500,11879,3.349999905,"latest"
"254",1,"The University of Texas at El Paso",15,"TX",9032,NA,16927,18251,9055,5.019999981,"latest"
"255",1,"Texas Southern University",16,"TX",19950,NA,24004,30347,7598,5.039999962,"latest"
"256",1,"Virginia Commonwealth University",15,"VA",21313,NA,30452,23250,9306,2.779999971,"latest"
"257",1,"University of Virginia-Main Campus",15,"VA",20281,NA,32213,17756,14278,2.529999971,"latest"
"258",1,"University of Wisconsin-Milwaukee",15,"WI",17661,NA,22226,25000,8540,3.220000029,"latest"
"259",1,"Purdue University-Main Campus",15,"IN",12527,NA,22430,19500,12418,2.869999886,"latest"
"260",1,"University of Arizona",15,"AZ",14553,NA,26712,20000,11147,3.269999981,"latest"
"261",1,"Northern Arizona University",16,"AZ",14326,NA,26748,19647,8207,3.930000067,"latest"
"262",1,"University of California-Irvine",15,"CA",14604,NA,32985,15893,15447,3.74000001,"latest"
"263",2,"Loyola Marymount University",16,"CA",NA,39898,64484,20500,11733,3.75,"latest"
"264",2,"University of Dayton",16,"OH",NA,31187,57680,25000,8877,2.519999981,"latest"
"265",1,"University of Alabama in Huntsville",16,"AL",20909,NA,23441,22021,9442,3.640000105,"latest"
"266",1,"University of Alabama at Birmingham",15,"AL",17005,NA,24347,22500,10717,3.450000048,"latest"
"267",1,"Indiana University-Purdue University-Indianapolis",16,"IN",10987,NA,20704,NA,8512,NA,"2018"
"268",1,"University of Kansas",15,"KS",18571,NA,24996,NA,10156,NA,"2018"
"269",2,"Boston College",15,"MA",NA,33562,70588,NA,15323,NA,"2018"
"270",1,"Oakland University",16,"MI",11560,NA,21231,NA,9452,NA,"2018"
"271",1,"University of Mississippi",15,"MS",13857,NA,24822,NA,9217,NA,"2018"
"272",1,"Missouri University of Science and Technology",16,"MO",14205,NA,22012,NA,10628,NA,"2018"
"273",2,"Washington University in St Louis",15,"MO",NA,27427,71975,NA,14960,NA,"2018"
"274",1,"Montana State University",15,"MT",18036,NA,20464,NA,8875,NA,"2018"
"275",1,"University of Nebraska at Omaha",16,"NE",13511,NA,18849,NA,8377,NA,"2018"
"276",1,"University of Nevada-Las Vegas",15,"NV",10551,NA,17582,NA,10778,NA,"2018"
"277",1,"University of Colorado Boulder",15,"CO",21510,NA,30178,NA,11684,NA,"2018"
"278",2,"University of Southern California",15,"CA",NA,30453,72097,NA,14712,NA,"2018"
"279",2,"Yale University",15,"CT",NA,18770,71290,NA,19093,NA,"2018"
"280",1,"Delaware State University",16,"DE",13789,NA,22627,NA,8272,NA,"2018"
"281",1,"Florida International University",15,"FL",8311,NA,19434,NA,10514,NA,"2018"
"282",1,"Florida State University",15,"FL",10744,NA,21623,NA,11108,NA,"2018"
"283",1,"University of South Florida-Main Campus",15,"FL",9838,NA,20456,NA,10168,NA,"2018"
"284",1,"University of Hawaii at Manoa",15,"HI",15286,NA,23948,NA,12163,NA,"2018"
"285",2,"Mercer University",16,"GA",NA,20828,50850,NA,8639,NA,"2018"
"286",1,"Georgia Southern University",16,"GA",15795,NA,21884,NA,6684,NA,"2018"
"287",1,"Oregon State University",15,"OR",19969,NA,25843,NA,9910,NA,"2018"
"288",1,"University of Memphis",16,"TN",13048,NA,22676,NA,8934,NA,"2018"
"289",2,"Baylor University",16,"TX",NA,32601,60619,NA,9968,NA,"2018"
"290",1,"Texas A & M University-Kingsville",16,"TX",14796,NA,22165,NA,7914,NA,"2018"
"291",1,"The University of Texas at Austin",15,"TX",16505,NA,25228,NA,12940,NA,"2018"
"292",1,"Texas Tech University",15,"TX",17033,NA,23157,NA,9228,NA,"2018"
"293",2,"California Institute of Technology",15,"CA",NA,23820,68901,NA,19993,NA,"2018"
